네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
도서 > 건강/취미
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 남성
연령별 : 60대이상

"날짜","건강/취미"
"2022-04-14",56
"2022-04-15",48
"2022-04-16",52
"2022-04-17",68
"2022-04-18",52
"2022-04-19",66
"2022-04-20",44
"2022-04-21",57
"2022-04-22",48
"2022-04-23",66
"2022-04-24",39
"2022-04-25",36
"2022-04-26",51
"2022-04-27",32
"2022-04-28",51
"2022-04-29",53
"2022-04-30",77
"2022-05-01",35
"2022-05-02",68
"2022-05-03",69
"2022-05-04",52
"2022-05-05",60
"2022-05-06",62
"2022-05-07",61
"2022-05-08",56
"2022-05-09",40
"2022-05-10",45
"2022-05-11",60
"2022-05-12",52
"2022-05-13",43
"2022-05-14",42
"2022-05-15",38
"2022-05-16",21
"2022-05-17",47
"2022-05-18",45
"2022-05-19",43
"2022-05-20",39
"2022-05-21",21
"2022-05-22",26
"2022-05-23",56
"2022-05-24",29
"2022-05-25",61
"2022-05-26",51
"2022-05-27",32
"2022-05-28",25
"2022-05-29",36
"2022-05-30",48
"2022-05-31",40
"2022-06-01",26
"2022-06-02",30
"2022-06-03",40
"2022-06-04",29
"2022-06-05",34
"2022-06-06",51
"2022-06-07",34
"2022-06-08",45
"2022-06-09",99
"2022-06-10",48
"2022-06-11",49
"2022-06-12",64
"2022-06-13",43
"2022-06-14",42
"2022-06-15",35
"2022-06-16",57
"2022-06-17",71
"2022-06-18",56
"2022-06-19",60
"2022-06-20",78
"2022-06-21",66
"2022-06-22",47
"2022-06-23",57
"2022-06-24",39
"2022-06-25",66
"2022-06-26",57
"2022-06-27",81
"2022-06-28",74
"2022-06-29",42
"2022-06-30",45
"2022-07-01",38
"2022-07-02",52
"2022-07-03",40
"2022-07-04",43
"2022-07-05",64
"2022-07-06",69
"2022-07-07",48
"2022-07-08",35
"2022-07-09",1
