네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
도서 > 건강/취미
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 여성
연령별 : 40대

"날짜","건강/취미"
"2022-04-02",45
"2022-04-03",47
"2022-04-04",46
"2022-04-05",44
"2022-04-06",46
"2022-04-07",49
"2022-04-08",46
"2022-04-09",40
"2022-04-10",45
"2022-04-11",45
"2022-04-12",50
"2022-04-13",51
"2022-04-14",57
"2022-04-15",43
"2022-04-16",38
"2022-04-17",39
"2022-04-18",42
"2022-04-19",42
"2022-04-20",48
"2022-04-21",53
"2022-04-22",55
"2022-04-23",37
"2022-04-24",45
"2022-04-25",49
"2022-04-26",56
"2022-04-27",58
"2022-04-28",51
"2022-04-29",51
"2022-04-30",47
"2022-05-01",53
"2022-05-02",55
"2022-05-03",46
"2022-05-04",48
"2022-05-05",37
"2022-05-06",35
"2022-05-07",35
"2022-05-08",36
"2022-05-09",43
"2022-05-10",43
"2022-05-11",48
"2022-05-12",44
"2022-05-13",38
"2022-05-14",35
"2022-05-15",42
"2022-05-16",35
"2022-05-17",44
"2022-05-18",41
"2022-05-19",39
"2022-05-20",37
"2022-05-21",34
"2022-05-22",37
"2022-05-23",39
"2022-05-24",46
"2022-05-25",42
"2022-05-26",42
"2022-05-27",31
"2022-05-28",35
"2022-05-29",36
"2022-05-30",44
"2022-05-31",40
"2022-06-01",42
"2022-06-02",45
"2022-06-03",46
"2022-06-04",37
"2022-06-05",36
"2022-06-06",41
"2022-06-07",42
"2022-06-08",45
"2022-06-09",42
"2022-06-10",37
"2022-06-11",42
"2022-06-12",42
"2022-06-13",44
"2022-06-14",44
"2022-06-15",48
"2022-06-16",43
"2022-06-17",55
"2022-06-18",42
"2022-06-19",52
"2022-06-20",63
"2022-06-21",41
"2022-06-22",51
"2022-06-23",48
"2022-06-24",40
"2022-06-25",45
"2022-06-26",54
"2022-06-27",50
"2022-06-28",58
"2022-06-29",50
"2022-06-30",53
"2022-07-01",37
"2022-07-02",42
"2022-07-03",46
"2022-07-04",42
"2022-07-05",53
"2022-07-06",49
"2022-07-07",41
"2022-07-08",24
"2022-07-09",4
