네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
도서 > 건강/취미
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 여성
연령별 : 10대

"날짜","건강/취미"
"2022-01-28",35
"2022-01-29",38
"2022-01-30",31
"2022-01-31",31
"2022-02-01",49
"2022-02-02",100
"2022-02-03",66
"2022-02-04",54
"2022-02-05",63
"2022-02-06",62
"2022-02-07",49
"2022-02-08",61
"2022-02-09",74
"2022-02-10",45
"2022-02-11",54
"2022-02-12",53
"2022-02-13",41
"2022-02-14",59
"2022-02-15",46
"2022-02-16",46
"2022-02-17",54
"2022-02-18",44
"2022-02-19",55
"2022-02-20",51
"2022-02-21",44
"2022-02-22",63
"2022-02-23",44
"2022-02-24",60
"2022-02-25",78
"2022-02-26",29
"2022-02-27",40
"2022-02-28",44
"2022-03-01",44
"2022-03-02",58
"2022-03-03",69
"2022-03-04",39
"2022-03-05",39
"2022-03-06",67
"2022-03-07",59
"2022-03-08",44
"2022-03-09",63
"2022-03-10",75
"2022-03-11",56
"2022-03-12",46
"2022-03-13",50
"2022-03-14",40
"2022-03-15",56
"2022-03-16",64
"2022-03-17",72
"2022-03-18",69
"2022-03-19",87
"2022-03-20",82
"2022-03-21",48
"2022-03-22",74
"2022-03-23",63
"2022-03-24",69
"2022-03-25",97
"2022-03-26",69
"2022-03-27",48
"2022-03-28",39
"2022-03-29",38
"2022-03-30",62
"2022-03-31",88
"2022-04-01",60
"2022-04-02",53
"2022-04-03",33
"2022-04-04",44
"2022-04-05",63
"2022-04-06",73
"2022-04-07",45
"2022-04-08",76
"2022-04-09",43
"2022-04-10",55
"2022-04-11",44
"2022-04-12",44
"2022-04-13",54
"2022-04-14",19
"2022-04-15",42
"2022-04-16",28
"2022-04-17",34
"2022-04-18",47
"2022-04-19",23
"2022-04-20",31
"2022-04-21",33
"2022-04-22",50
"2022-04-23",30
"2022-04-24",24
"2022-04-25",29
"2022-04-26",43
"2022-04-27",40
"2022-04-28",37
"2022-04-29",38
"2022-04-30",31
"2022-05-01",56
"2022-05-02",44
"2022-05-03",37
"2022-05-04",44
"2022-05-05",51
"2022-05-06",60
"2022-05-07",37
"2022-05-08",51
"2022-05-09",42
"2022-05-10",49
"2022-05-11",19
"2022-05-12",44
"2022-05-13",50
"2022-05-14",33
"2022-05-15",66
"2022-05-16",40
"2022-05-17",37
"2022-05-18",51
"2022-05-19",40
"2022-05-20",20
"2022-05-21",49
"2022-05-22",44
"2022-05-23",28
"2022-05-24",31
"2022-05-25",41
"2022-05-26",44
"2022-05-27",29
"2022-05-28",24
"2022-05-29",37
"2022-05-30",36
"2022-05-31",22
"2022-06-01",45
"2022-06-02",34
"2022-06-03",31
"2022-06-04",41
"2022-06-05",48
"2022-06-06",44
"2022-06-07",45
"2022-06-08",42
"2022-06-09",19
"2022-06-10",33
"2022-06-11",47
"2022-06-12",44
"2022-06-13",32
"2022-06-14",27
"2022-06-15",18
"2022-06-16",38
"2022-06-17",38
"2022-06-18",36
"2022-06-19",57
"2022-06-20",45
"2022-06-21",47
"2022-06-22",24
"2022-06-23",27
"2022-06-24",27
"2022-06-25",26
"2022-06-26",48
"2022-06-27",44
"2022-06-28",22
"2022-06-29",24
"2022-06-30",45
"2022-07-01",26
"2022-07-02",25
"2022-07-03",40
"2022-07-04",46
"2022-07-05",60
"2022-07-06",69
"2022-07-07",44
"2022-07-08",44
"2022-07-09",5
